word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
grecia,0.5325,1,grecia,PROPN,False,False,True
salaverría,0.5323,1,salaverría,PROPN,False,False,True
colonização,0.532,2,colonização,NOUN,False,False,True
ensaios,0.5319,2,ensaios,NOUN,False,True,True
cotg,0.5317,39,cotg,VERB,False,False,True
fazuille,0.5315,1,fazuille,PROPN,False,False,True
dobrandose,0.5314,2,dobrandose,NOUN,False,False,True
avaliador,0.5314,2,avaliador,NOUN,False,False,True
loteca,0.5311,3,loteca,PROPN,False,False,True
lins,0.531,2,lins,NOUN,False,True,True
abcg,0.5309,2,abcg,PROPN,False,True,True
demográficos,0.5307,2,demográficos,PROPN,False,False,True
vplão,0.5306,2,vplão,PROPN,False,False,True
oab,0.5303,3,oab,NOUN,False,False,True
intriga,0.5303,2,intriga,NOUN,False,True,True
cdh,0.5302,16,cdh,PRON,False,True,True
entendimento,0.53,3,entendimento,NOUN,False,False,True
motorista,0.5297,2,motorista,NOUN,False,False,True
socioeconômico,0.5297,2,socioeconômico,ADJ,False,True,True
cristo,0.5295,1,cristo,PROPN,False,False,True
aprisionálo,0.5293,1,aprisionálo,NOUN,False,True,True
cópia,0.5292,3,cópia,NOUN,False,True,True
simplificação,0.5291,4,simplificação,NOUN,False,True,True
acoplar,0.5287,2,acoplar,VERB,False,True,True
zolezi,0.5287,1,zolezi,PROPN,False,False,True
hélia,0.5286,2,hélia,PROPN,False,False,True
cronômetro,0.5286,6,cronômetro,NOUN,False,True,True
perfeito,0.5286,4,perfeito,ADJ,False,True,True
declínio,0.5285,1,declínio,NOUN,False,False,True
qii,0.5284,5,qii,PROPN,False,False,True
diálogo,0.5284,2,diálogo,NOUN,False,False,True
claude,0.5281,1,claude,PROPN,False,False,True
justiça,0.528,1,justiça,NOUN,False,False,True
satrop,0.5279,1,satrop,PROPN,False,False,True
segredo,0.5278,4,segredo,NOUN,False,True,True
revezamento,0.5277,3,revezamento,NOUN,False,True,True
cotangente,0.5272,6,cotangente,ADJ,False,False,True
ordenada,0.5271,56,ordenado,NOUN,False,True,True
tênis,0.527,2,tênis,NOUN,False,False,True
coletiva,0.527,4,coletivo,ADJ,False,False,True
transversalidade,0.5269,2,transversalidade,NOUN,False,False,True
embalagens,0.5265,3,embalagens,PROPN,False,True,True
planas,0.526,5,planas,NOUN,False,True,True
nacl,0.5259,1,nacl,PROPN,False,False,True
palco,0.5256,4,palco,NOUN,False,False,True
brito,0.5255,1,brito,PROPN,False,False,True
cossecante,0.5252,6,cossecante,ADJ,False,False,True
votação,0.525,3,votação,NOUN,False,False,True
esforço,0.5248,2,esforço,NOUN,False,False,True
submúltiplo,0.5248,5,submúltiplo,NOUN,False,True,True
noticiário,0.5247,3,noticiário,NOUN,False,True,True
ashton,0.5245,1,ashton,PROPN,False,False,True
furo,0.5244,3,furo,NOUN,False,False,True
multiplicada,0.5238,27,multiplicar,VERB,False,False,True
contador,0.5237,3,contador,PROPN,False,False,True
priscila,0.5237,4,priscila,PROPN,False,False,True
palavraschave,0.5237,2,palavraschave,NOUN,False,False,True
akisino,0.5236,1,akisino,PROPN,False,False,True
maratona,0.5236,1,maratona,NOUN,False,False,True
bde,0.5231,2,bde,PROPN,False,False,True
paco,0.5229,2,paco,PROPN,False,False,True
subentendese,0.5228,3,subentendese,NOUN,False,False,True
potência,0.5225,3,potência,NOUN,False,False,True
pensão,0.5222,2,pensão,NOUN,False,True,True
babilônico,0.522,1,babilônico,NOUN,False,True,True
biosfera,0.5218,2,biosfera,PROPN,False,False,True
resto,0.5218,3,resto,ADJ,False,False,True
mousse,0.5217,3,mousse,NOUN,False,False,True
látex,0.5217,6,látex,ADJ,False,False,True
deagostini,0.5216,2,deagostini,NOUN,False,False,True
ibmec,0.5215,4,ibmec,PROPN,False,False,True
mina,0.5214,3,mina,NOUN,False,True,True
côd,0.5214,3,côd,PROPN,False,False,True
watanabe,0.5212,1,watanabe,PROPN,False,False,True
currículum,0.5211,1,currículum,PROPN,False,False,True
duque,0.5206,1,duque,PROPN,False,False,True
alunoprofessor,0.5205,4,alunoprofessor,ADJ,False,False,True
lucidio,0.52,1,lucidio,PROPN,False,True,True
proem,0.52,5,proem,NOUN,False,False,True
